score;completeness;rescuebot_action;rescuebot_location;alice-custom_action;alice-custom_location;world_nr;tick_nr
0;0.0;;(22, 11);;(22, 12);1;42
0;0.0;;(22, 11);;(22, 12);1;43
0;0.0;;(22, 11);;(22, 12);1;44
0;0.0;;(22, 11);;(22, 12);1;45
0;0.0;;(22, 11);;(22, 12);1;46
0;0.0;;(22, 11);;(22, 12);1;47
0;0.0;;(22, 11);;(22, 12);1;48
0;0.0;;(22, 11);;(22, 12);1;49
0;0.0;;(22, 11);;(22, 12);1;50
0;0.0;;(22, 11);;(22, 12);1;51
0;0.0;;(22, 11);;(22, 12);1;52
0;0.0;;(22, 11);;(22, 12);1;53
0;0.0;;(22, 11);;(22, 12);1;54
0;0.0;;(22, 11);;(22, 12);1;55
0;0.0;;(22, 11);;(22, 12);1;56
0;0.0;;(22, 11);;(22, 12);1;57
0;0.0;;(22, 11);;(22, 12);1;58
0;0.0;;(22, 11);;(22, 12);1;59
0;0.0;;(22, 11);;(22, 12);1;60
0;0.0;;(22, 11);;(22, 12);1;61
0;0.0;;(22, 11);;(22, 12);1;62
0;0.0;;(22, 11);;(22, 12);1;63
0;0.0;;(22, 11);;(22, 12);1;64
0;0.0;;(22, 11);;(22, 12);1;65
0;0.0;;(22, 11);;(22, 12);1;66
0;0.0;;(22, 11);;(22, 12);1;67
0;0.0;;(22, 11);;(22, 12);1;68
0;0.0;;(22, 11);;(22, 12);1;69
0;0.0;;(22, 11);;(22, 12);1;70
0;0.0;;(22, 11);;(22, 12);1;71
0;0.0;;(22, 11);;(22, 12);1;72
0;0.0;;(22, 11);;(22, 12);1;73
0;0.0;;(22, 11);;(22, 12);1;74
0;0.0;;(22, 11);;(22, 12);1;75
0;0.0;;(22, 11);;(22, 12);1;76
0;0.0;;(22, 11);;(22, 12);1;77
0;0.0;;(22, 11);;(22, 12);1;78
0;0.0;;(22, 11);;(22, 12);1;79
0;0.0;;(22, 11);;(22, 12);1;80
0;0.0;;(22, 11);;(22, 12);1;81
0;0.0;;(22, 11);;(22, 12);1;82
0;0.0;;(22, 11);;(22, 12);1;83
0;0.0;;(22, 11);;(22, 12);1;84
0;0.0;;(22, 11);;(22, 12);1;85
0;0.0;;(22, 11);;(22, 12);1;86
0;0.0;;(22, 11);;(22, 12);1;87
0;0.0;;(22, 11);;(22, 12);1;88
0;0.0;;(22, 11);;(22, 12);1;89
0;0.0;;(22, 11);;(22, 12);1;90
0;0.0;;(22, 11);;(22, 12);1;91
0;0.0;;(22, 11);;(22, 12);1;92
0;0.0;;(22, 11);;(22, 12);1;93
0;0.0;;(22, 11);;(22, 12);1;94
0;0.0;;(22, 11);;(22, 12);1;95
0;0.0;;(22, 11);;(22, 12);1;96
0;0.0;;(22, 11);;(22, 12);1;97
0;0.0;;(22, 11);;(22, 12);1;98
0;0.0;;(22, 11);;(22, 12);1;99
0;0.0;;(22, 11);;(22, 12);1;100
0;0.0;;(22, 11);;(22, 12);1;101
0;0.0;;(22, 11);;(22, 12);1;102
0;0.0;;(22, 11);;(22, 12);1;103
0;0.0;;(22, 11);;(22, 12);1;104
0;0.0;;(22, 11);;(22, 12);1;105
0;0.0;;(22, 11);;(22, 12);1;106
0;0.0;;(22, 11);;(22, 12);1;107
0;0.0;;(22, 11);;(22, 12);1;108
0;0.0;;(22, 11);;(22, 12);1;109
0;0.0;;(22, 11);;(22, 12);1;110
0;0.0;;(22, 11);;(22, 12);1;111
0;0.0;;(22, 11);;(22, 12);1;112
0;0.0;;(22, 11);;(22, 12);1;113
0;0.0;;(22, 11);;(22, 12);1;114
0;0.0;;(22, 11);;(22, 12);1;115
0;0.0;;(22, 11);;(22, 12);1;116
0;0.0;;(22, 11);;(22, 12);1;117
0;0.0;;(22, 11);;(22, 12);1;118
0;0.0;;(22, 11);;(22, 12);1;119
0;0.0;;(22, 11);;(22, 12);1;120
0;0.0;;(22, 11);;(22, 12);1;121
0;0.0;;(22, 11);;(22, 12);1;122
0;0.0;;(22, 11);;(22, 12);1;123
0;0.0;;(22, 11);;(22, 12);1;124
0;0.0;;(22, 11);;(22, 12);1;125
0;0.0;;(22, 11);;(22, 12);1;126
0;0.0;;(22, 11);;(22, 12);1;127
0;0.0;;(22, 11);;(22, 12);1;128
0;0.0;;(22, 11);;(22, 12);1;129
0;0.0;;(22, 11);;(22, 12);1;130
0;0.0;;(22, 11);;(22, 12);1;131
0;0.0;;(22, 11);;(22, 12);1;132
0;0.0;;(22, 11);MoveSouth;(22, 13);1;133
0;0.0;;(22, 11);;(22, 13);1;134
0;0.0;;(22, 11);MoveSouth;(22, 14);1;135
0;0.0;MoveNorth;(22, 11);;(22, 14);1;136
0;0.0;MoveNorth;(22, 11);;(22, 14);1;137
0;0.0;MoveNorth;(22, 11);;(22, 14);1;138
0;0.0;MoveNorth;(22, 11);;(22, 14);1;139
0;0.0;MoveNorth;(22, 11);MoveWest;(21, 14);1;140
0;0.0;MoveNorth;(22, 11);;(21, 14);1;141
0;0.0;MoveNorth;(22, 11);;(21, 14);1;142
0;0.0;MoveNorth;(22, 11);;(21, 14);1;143
0;0.0;MoveNorth;(22, 10);;(21, 14);1;144
0;0.0;MoveNorth;(22, 10);MoveWest;(20, 14);1;145
0;0.0;MoveNorth;(22, 10);MoveWest;(19, 14);1;146
0;0.0;MoveNorth;(22, 10);MoveWest;(18, 14);1;147
0;0.0;MoveNorth;(22, 10);MoveWest;(18, 14);1;148
0;0.0;MoveNorth;(22, 10);MoveWest;(18, 14);1;149
0;0.0;MoveNorth;(22, 10);MoveWest;(18, 14);1;150
0;0.0;MoveNorth;(22, 10);MoveWest;(18, 14);1;151
0;0.0;MoveNorth;(22, 10);MoveWest;(18, 14);1;152
0;0.0;MoveNorth;(22, 9);MoveWest;(18, 14);1;153
0;0.0;MoveNorth;(22, 9);MoveSouth;(18, 14);1;154
0;0.0;MoveNorth;(22, 9);MoveSouth;(18, 14);1;155
0;0.0;MoveNorth;(22, 9);MoveSouth;(18, 14);1;156
0;0.0;MoveNorth;(22, 9);MoveSouth;(18, 14);1;157
0;0.0;MoveNorth;(22, 9);MoveSouth;(18, 14);1;158
0;0.0;MoveNorth;(22, 9);MoveSouth;(18, 15);1;159
0;0.0;MoveNorth;(22, 9);MoveSouth;(18, 15);1;160
0;0.0;MoveNorth;(22, 9);MoveSouth;(18, 15);1;161
0;0.0;MoveNorth;(22, 8);MoveSouth;(18, 15);1;162
0;0.0;MoveNorth;(22, 8);MoveSouth;(18, 15);1;163
0;0.0;MoveNorth;(22, 8);MoveSouth;(18, 15);1;164
0;0.0;MoveNorth;(22, 8);MoveSouth;(18, 16);1;165
0;0.0;MoveNorth;(22, 8);MoveSouth;(18, 16);1;166
0;0.0;MoveNorth;(22, 8);MoveSouth;(18, 16);1;167
0;0.0;MoveNorth;(22, 8);MoveSouth;(18, 16);1;168
0;0.0;MoveNorth;(22, 8);MoveSouth;(18, 16);1;169
0;0.0;MoveNorth;(22, 8);MoveSouth;(18, 16);1;170
0;0.0;MoveNorth;(22, 7);MoveSouth;(18, 17);1;171
0;0.0;MoveNorthWest;(22, 7);;(18, 17);1;172
0;0.0;MoveNorthWest;(22, 7);;(18, 17);1;173
0;0.0;MoveNorthWest;(22, 7);MoveSouth;(18, 17);1;174
0;0.0;MoveNorthWest;(22, 7);MoveSouth;(18, 17);1;175
0;0.0;MoveNorthWest;(22, 7);MoveSouth;(18, 17);1;176
0;0.0;MoveNorthWest;(22, 7);MoveSouth;(18, 17);1;177
0;0.0;MoveNorthWest;(22, 7);MoveSouth;(18, 17);1;178
0;0.0;MoveNorthWest;(22, 7);MoveSouth;(18, 18);1;179
0;0.0;MoveNorthWest;(21, 6);MoveWest;(17, 18);1;180
0;0.0;MoveNorth;(21, 6);;(17, 18);1;181
0;0.0;MoveNorth;(21, 6);;(17, 18);1;182
0;0.0;MoveNorth;(21, 6);;(17, 18);1;183
0;0.0;MoveNorth;(21, 6);MoveWest;(16, 18);1;184
0;0.0;MoveNorth;(21, 6);MoveWest;(15, 18);1;185
0;0.0;MoveNorth;(21, 6);MoveWest;(14, 18);1;186
0;0.0;MoveNorth;(21, 6);MoveWest;(14, 18);1;187
0;0.0;MoveNorth;(21, 6);MoveWest;(14, 18);1;188
0;0.0;MoveNorth;(21, 5);MoveWest;(14, 18);1;189
0;0.0;MoveNorth;(21, 5);MoveWest;(14, 18);1;190
0;0.0;MoveNorth;(21, 5);MoveWest;(14, 18);1;191
0;0.0;MoveNorth;(21, 5);MoveWest;(13, 18);1;192
0;0.0;MoveNorth;(21, 5);MoveWest;(13, 18);1;193
0;0.0;MoveNorth;(21, 5);MoveWest;(13, 18);1;194
0;0.0;MoveNorth;(21, 5);MoveWest;(13, 18);1;195
0;0.0;MoveNorth;(21, 5);MoveWest;(13, 18);1;196
0;0.0;MoveNorth;(21, 5);MoveWest;(13, 18);1;197
0;0.0;MoveNorth;(21, 4);MoveWest;(12, 18);1;198
0;0.0;MoveNorthWest;(21, 4);MoveWest;(12, 18);1;199
0;0.0;MoveNorthWest;(21, 4);MoveWest;(12, 18);1;200
0;0.0;MoveNorthWest;(21, 4);MoveWest;(12, 18);1;201
0;0.0;MoveNorthWest;(21, 4);MoveWest;(12, 18);1;202
0;0.0;MoveNorthWest;(21, 4);MoveWest;(12, 18);1;203
0;0.0;MoveNorthWest;(21, 4);MoveWest;(11, 18);1;204
0;0.0;MoveNorthWest;(21, 4);MoveWest;(11, 18);1;205
0;0.0;MoveNorthWest;(21, 4);MoveWest;(11, 18);1;206
0;0.0;MoveNorthWest;(20, 3);MoveWest;(11, 18);1;207
0;0.0;MoveNorth;(20, 3);MoveWest;(11, 18);1;208
0;0.0;MoveNorth;(20, 3);MoveWest;(11, 18);1;209
0;0.0;MoveNorth;(20, 3);MoveWest;(10, 18);1;210
0;0.0;MoveNorth;(20, 3);MoveWest;(10, 18);1;211
0;0.0;MoveNorth;(20, 3);MoveWest;(10, 18);1;212
0;0.0;MoveNorth;(20, 3);MoveWest;(10, 18);1;213
0;0.0;MoveNorth;(20, 3);MoveWest;(10, 18);1;214
0;0.0;MoveNorth;(20, 3);MoveWest;(10, 18);1;215
0;0.0;MoveNorth;(20, 2);MoveWest;(9, 18);1;216
0;0.0;MoveSouthEast;(20, 2);MoveWest;(8, 18);1;217
0;0.0;MoveSouthEast;(20, 2);MoveWest;(7, 18);1;218
0;0.0;MoveSouthEast;(20, 2);MoveWest;(6, 18);1;219
0;0.0;MoveSouthEast;(20, 2);MoveWest;(5, 18);1;220
0;0.0;MoveSouthEast;(20, 2);MoveWest;(4, 18);1;221
0;0.0;MoveSouthEast;(20, 2);MoveWest;(3, 18);1;222
0;0.0;MoveSouthEast;(20, 2);;(3, 18);1;223
0;0.0;MoveSouthEast;(20, 2);;(3, 18);1;224
0;0.0;MoveSouthEast;(21, 3);;(3, 18);1;225
0;0.0;MoveNorthEast;(21, 3);;(3, 18);1;226
0;0.0;MoveNorthEast;(21, 3);;(3, 18);1;227
0;0.0;MoveNorthEast;(21, 3);;(3, 18);1;228
0;0.0;MoveNorthEast;(21, 3);;(3, 18);1;229
0;0.0;MoveNorthEast;(21, 3);MoveSouth;(3, 19);1;230
0;0.0;MoveNorthEast;(21, 3);;(3, 19);1;231
0;0.0;MoveNorthEast;(21, 3);MoveSouth;(3, 20);1;232
0;0.0;MoveNorthEast;(21, 3);;(3, 20);1;233
0;0.0;MoveNorthEast;(22, 2);;(3, 20);1;234
0;0.0;Idle;(22, 2);;(3, 20);1;235
0;0.0;Idle;(22, 2);;(3, 20);1;236
0;0.0;Idle;(22, 2);;(3, 20);1;237
0;0.0;Idle;(22, 2);MoveSouth;(3, 21);1;238
0;0.0;Idle;(22, 2);;(3, 21);1;239
0;0.0;Idle;(22, 2);;(3, 21);1;240
0;0.0;Idle;(22, 2);;(3, 21);1;241
0;0.0;Idle;(22, 2);;(3, 21);1;242
0;0.0;Idle;(22, 2);;(3, 21);1;243
0;0.0;Idle;(22, 2);;(3, 21);1;244
0;0.0;Idle;(22, 2);;(3, 21);1;245
0;0.0;Idle;(22, 2);;(3, 21);1;246
0;0.0;Idle;(22, 2);;(3, 21);1;247
0;0.0;Idle;(22, 2);CarryObject;(3, 21);1;248
0;0.0;Idle;(22, 2);;(3, 21);1;249
0;0.0;Idle;(22, 2);;(3, 21);1;250
0;0.0;Idle;(22, 2);MoveNorth;(3, 20);1;251
0;0.0;Idle;(22, 2);MoveNorth;(3, 19);1;252
0;0.0;Idle;(22, 2);;(3, 19);1;253
0;0.0;Idle;(22, 2);MoveNorth;(3, 18);1;254
0;0.0;Idle;(22, 2);;(3, 18);1;255
0;0.0;Idle;(22, 2);;(3, 18);1;256
0;0.0;Idle;(22, 2);;(3, 18);1;257
0;0.0;Idle;(22, 2);;(3, 18);1;258
0;0.0;Idle;(22, 2);MoveEast;(4, 18);1;259
0;0.0;Idle;(22, 2);;(4, 18);1;260
0;0.0;MoveSouthWest;(22, 2);;(4, 18);1;261
0;0.0;MoveSouthWest;(22, 2);;(4, 18);1;262
0;0.0;MoveSouthWest;(22, 2);MoveEast;(5, 18);1;263
0;0.0;MoveSouthWest;(22, 2);MoveEast;(6, 18);1;264
0;0.0;MoveSouthWest;(22, 2);MoveEast;(7, 18);1;265
0;0.0;MoveSouthWest;(22, 2);MoveEast;(8, 18);1;266
0;0.0;MoveSouthWest;(22, 2);MoveEast;(9, 18);1;267
0;0.0;MoveSouthWest;(22, 2);MoveEast;(10, 18);1;268
0;0.0;MoveSouthWest;(21, 3);MoveEast;(10, 18);1;269
0;0.0;MoveSouth;(21, 3);MoveEast;(10, 18);1;270
0;0.0;MoveSouth;(21, 3);MoveEast;(10, 18);1;271
0;0.0;MoveSouth;(21, 3);MoveEast;(10, 18);1;272
0;0.0;MoveSouth;(21, 3);MoveEast;(10, 18);1;273
0;0.0;MoveSouth;(21, 3);MoveEast;(11, 18);1;274
0;0.0;MoveSouth;(21, 3);MoveEast;(11, 18);1;275
0;0.0;MoveSouth;(21, 3);MoveEast;(11, 18);1;276
0;0.0;MoveSouth;(21, 3);MoveEast;(11, 18);1;277
0;0.0;MoveSouth;(21, 4);MoveEast;(11, 18);1;278
0;0.0;MoveSouthWest;(21, 4);MoveEast;(11, 18);1;279
0;0.0;MoveSouthWest;(21, 4);MoveEast;(12, 18);1;280
0;0.0;MoveSouthWest;(21, 4);MoveEast;(12, 18);1;281
0;0.0;MoveSouthWest;(21, 4);MoveEast;(12, 18);1;282
0;0.0;MoveSouthWest;(21, 4);MoveEast;(12, 18);1;283
0;0.0;MoveSouthWest;(21, 4);MoveEast;(12, 18);1;284
0;0.0;MoveSouthWest;(21, 4);MoveEast;(12, 18);1;285
0;0.0;MoveSouthWest;(21, 4);MoveEast;(13, 18);1;286
0;0.0;MoveSouthWest;(20, 5);MoveEast;(13, 18);1;287
0;0.0;MoveWest;(20, 5);MoveEast;(13, 18);1;288
0;0.0;MoveWest;(20, 5);MoveEast;(13, 18);1;289
0;0.0;MoveWest;(20, 5);MoveEast;(13, 18);1;290
0;0.0;MoveWest;(20, 5);MoveEast;(13, 18);1;291
0;0.0;MoveWest;(20, 5);MoveEast;(14, 18);1;292
0;0.0;MoveWest;(20, 5);MoveEast;(14, 18);1;293
0;0.0;MoveWest;(20, 5);MoveEast;(14, 18);1;294
0;0.0;MoveWest;(20, 5);MoveEast;(14, 18);1;295
0;0.0;MoveWest;(20, 5);MoveEast;(14, 18);1;296
0;0.0;MoveWest;(20, 5);MoveEast;(14, 18);1;297
0;0.0;MoveWest;(20, 5);MoveEast;(15, 18);1;298
0;0.0;MoveWest;(20, 5);MoveEast;(16, 18);1;299
0;0.0;MoveWest;(20, 5);MoveEast;(17, 18);1;300
0;0.0;MoveWest;(19, 5);MoveEast;(18, 18);1;301
0;0.0;MoveWest;(19, 5);MoveEast;(19, 18);1;302
0;0.0;MoveWest;(19, 5);MoveEast;(20, 18);1;303
0;0.0;MoveWest;(19, 5);MoveEast;(20, 18);1;304
0;0.0;MoveWest;(19, 5);MoveEast;(20, 18);1;305
0;0.0;MoveWest;(19, 5);MoveEast;(20, 18);1;306
0;0.0;MoveWest;(19, 5);MoveEast;(20, 18);1;307
0;0.0;MoveWest;(19, 5);MoveEast;(20, 18);1;308
0;0.0;MoveWest;(19, 5);MoveEast;(21, 18);1;309
0;0.0;MoveWest;(19, 5);MoveEast;(22, 18);1;310
0;0.0;MoveWest;(19, 5);MoveEast;(23, 18);1;311
0;0.0;MoveWest;(19, 5);MoveEast;(23, 18);1;312
0;0.0;MoveWest;(19, 5);MoveEast;(23, 18);1;313
0;0.0;MoveWest;(19, 5);MoveEast;(23, 18);1;314
0;0.0;MoveWest;(18, 5);MoveNorth;(23, 17);1;315
0;0.0;MoveWest;(18, 5);;(23, 17);1;316
0;0.0;MoveWest;(18, 5);MoveNorth;(23, 16);1;317
0;0.0;MoveWest;(18, 5);MoveNorth;(23, 15);1;318
0;0.0;MoveWest;(18, 5);;(23, 15);1;319
0;0.0;MoveWest;(18, 5);;(23, 15);1;320
0;0.0;MoveWest;(18, 5);;(23, 15);1;321
0;0.0;MoveWest;(18, 5);;(23, 15);1;322
0;0.0;MoveWest;(18, 5);;(23, 15);1;323
0;0.0;MoveWest;(17, 5);;(23, 15);1;324
0;0.0;MoveWest;(17, 5);;(23, 15);1;325
3;0.125;MoveWest;(17, 5);Drop;(23, 15);1;326
3;0.125;MoveWest;(17, 5);;(23, 15);1;327
3;0.125;MoveWest;(17, 5);MoveWest;(22, 15);1;328
3;0.125;MoveWest;(17, 5);;(22, 15);1;329
3;0.125;MoveWest;(17, 5);;(22, 15);1;330
3;0.125;MoveWest;(17, 5);MoveWest;(21, 15);1;331
3;0.125;MoveWest;(17, 5);;(21, 15);1;332
3;0.125;MoveWest;(16, 5);;(21, 15);1;333
3;0.125;MoveWest;(16, 5);MoveNorth;(21, 14);1;334
3;0.125;MoveWest;(16, 5);;(21, 14);1;335
3;0.125;MoveWest;(16, 5);;(21, 14);1;336
3;0.125;MoveWest;(16, 5);;(21, 14);1;337
3;0.125;MoveWest;(16, 5);;(21, 14);1;338
3;0.125;MoveWest;(16, 5);MoveNorth;(21, 13);1;339
3;0.125;MoveWest;(16, 5);MoveNorth;(21, 12);1;340
3;0.125;MoveWest;(16, 5);MoveNorth;(21, 11);1;341
3;0.125;MoveWest;(15, 5);MoveNorth;(21, 10);1;342
3;0.125;;(15, 5);MoveNorth;(21, 9);1;343
3;0.125;;(15, 5);MoveNorth;(21, 8);1;344
3;0.125;;(15, 5);MoveNorth;(21, 8);1;345
3;0.125;;(15, 5);MoveNorth;(21, 8);1;346
3;0.125;;(15, 5);MoveNorth;(21, 8);1;347
3;0.125;;(15, 5);;(21, 8);1;348
3;0.125;;(15, 5);;(21, 8);1;349
3;0.125;;(15, 5);;(21, 8);1;350
3;0.125;;(15, 5);;(21, 8);1;351
3;0.125;;(15, 5);;(21, 8);1;352
3;0.125;;(15, 5);;(21, 8);1;353
3;0.125;;(15, 5);;(21, 8);1;354
3;0.125;;(15, 5);;(21, 8);1;355
3;0.125;;(15, 5);;(21, 8);1;356
3;0.125;;(15, 5);;(21, 8);1;357
3;0.125;;(15, 5);;(21, 8);1;358
3;0.125;;(15, 5);;(21, 8);1;359
3;0.125;;(15, 5);;(21, 8);1;360
3;0.125;;(15, 5);;(21, 8);1;361
3;0.125;;(15, 5);;(21, 8);1;362
3;0.125;;(15, 5);;(21, 8);1;363
3;0.125;;(15, 5);;(21, 8);1;364
3;0.125;;(15, 5);;(21, 8);1;365
3;0.125;;(15, 5);;(21, 8);1;366
3;0.125;;(15, 5);;(21, 8);1;367
3;0.125;;(15, 5);;(21, 8);1;368
3;0.125;;(15, 5);MoveWest;(20, 8);1;369
3;0.125;;(15, 5);;(20, 8);1;370
3;0.125;;(15, 5);MoveWest;(19, 8);1;371
3;0.125;;(15, 5);;(19, 8);1;372
3;0.125;;(15, 5);MoveNorth;(19, 8);1;373
3;0.125;;(15, 5);MoveNorth;(19, 8);1;374
3;0.125;;(15, 5);MoveNorth;(19, 8);1;375
3;0.125;;(15, 5);MoveNorth;(19, 8);1;376
3;0.125;;(15, 5);MoveNorth;(19, 8);1;377
3;0.125;;(15, 5);MoveNorth;(19, 7);1;378
3;0.125;;(15, 5);MoveNorth;(19, 7);1;379
3;0.125;;(15, 5);MoveNorth;(19, 7);1;380
3;0.125;;(15, 5);MoveNorth;(19, 7);1;381
3;0.125;;(15, 5);MoveNorth;(19, 7);1;382
3;0.125;;(15, 5);MoveNorth;(19, 7);1;383
3;0.125;;(15, 5);MoveNorth;(19, 6);1;384
3;0.125;;(15, 5);;(19, 6);1;385
3;0.125;;(15, 5);;(19, 6);1;386
3;0.125;;(15, 5);;(19, 6);1;387
3;0.125;;(15, 5);;(19, 6);1;388
3;0.125;;(15, 5);;(19, 6);1;389
3;0.125;;(15, 5);MoveNorth;(19, 6);1;390
3;0.125;;(15, 5);MoveNorth;(19, 6);1;391
3;0.125;;(15, 5);MoveNorth;(19, 6);1;392
3;0.125;;(15, 5);MoveNorth;(19, 6);1;393
3;0.125;;(15, 5);MoveNorth;(19, 6);1;394
3;0.125;;(15, 5);MoveNorth;(19, 5);1;395
3;0.125;;(15, 5);MoveWest;(19, 5);1;396
3;0.125;;(15, 5);MoveWest;(19, 5);1;397
3;0.125;;(15, 5);MoveWest;(19, 5);1;398
3;0.125;;(15, 5);MoveWest;(19, 5);1;399
3;0.125;;(15, 5);MoveWest;(19, 5);1;400
3;0.125;;(15, 5);MoveWest;(18, 5);1;401
3;0.125;;(15, 5);MoveWest;(17, 5);1;402
3;0.125;;(15, 5);MoveWest;(16, 5);1;403
3;0.125;;(15, 5);;(16, 5);1;404
3;0.125;;(15, 5);MoveWest;(15, 5);1;405
3;0.125;;(15, 5);;(15, 5);1;406
3;0.125;;(15, 5);;(15, 5);1;407
3;0.125;;(15, 5);;(15, 5);1;408
3;0.125;;(15, 5);;(15, 5);1;409
3;0.125;;(15, 5);;(15, 5);1;410
3;0.125;;(15, 5);;(15, 5);1;411
3;0.125;;(15, 5);;(15, 5);1;412
3;0.125;;(15, 5);;(15, 5);1;413
3;0.125;;(15, 5);;(15, 5);1;414
3;0.125;;(15, 5);;(15, 5);1;415
3;0.125;;(15, 5);;(15, 5);1;416
3;0.125;;(15, 5);;(15, 5);1;417
3;0.125;;(15, 5);;(15, 5);1;418
3;0.125;;(15, 5);;(15, 5);1;419
3;0.125;;(15, 5);;(15, 5);1;420
3;0.125;;(15, 5);;(15, 5);1;421
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;422
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;423
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;424
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;425
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;426
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;427
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;428
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;429
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;430
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;431
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;432
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;433
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;434
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;435
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;436
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;437
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;438
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;439
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;440
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;441
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;442
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;443
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;444
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;445
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;446
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;447
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;448
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;449
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;450
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;451
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;452
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;453
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;454
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;455
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;456
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;457
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;458
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;459
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;460
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;461
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;462
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;463
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;464
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;465
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;466
3;0.125;;(15, 5);RemoveObjectTogether;(15, 5);1;467
